jobType,workAreaCode,workYear,degree,industryType1,companyType,companySizeCode,jobSalaryMax,jobSalaryMin,term,jobSalaryMaxLevel,jobSalaryMinLevel
0,10700,1.0,4,32.0,1,1.0,4000.0,2000.0,0,1,1
0,11100,1.0,5,20.0,1,3.0,4000.0,2000.0,0,1,1
0,10500,1.0,5,26.0,1,7.0,2000.0,1500.0,0,1,1
0,10500,1.0,3,22.0,2,6.0,3000.0,2000.0,0,1,1
0,20000,1.0,4,14.0,2,4.0,3000.0,2000.0,4,1,1
0,10000,1.0,5,31.0,5,7.0,3000.0,2000.0,0,1,1
0,10500,1.0,5,3.0,5,4.0,2200.0,1100.0,0,1,1
0,10000,1.0,4,51.0,3,4.0,3000.0,2000.0,0,1,1
0,10000,1.0,5,8.0,5,7.0,3000.0,2000.0,0,1,1
0,10800,1.0,5,9.0,1,2.0,3000.0,2000.0,0,1,1
0,10800,1.0,4,51.0,1,3.0,4000.0,2000.0,0,1,1
0,10000,1.0,5,38.0,4,5.0,2250.0,2000.0,0,1,1
0,10800,1.0,4,47.0,1,3.0,4000.0,2000.0,1,1,1
0,230303,1.0,6,3.0,1,1.0,3000.0,1500.0,0,1,1
0,10000,1.0,4,9.0,6,4.0,3000.0,2000.0,4,1,1
0,10800,1.0,5,1.0,5,4.0,3000.0,2000.0,0,1,1
0,10000,1.0,4,9.0,6,4.0,3000.0,2000.0,4,1,1
0,10800,1.0,5,9.0,5,5.0,3000.0,1500.0,1,1,1
0,10500,1.0,5,27.0,1,1.0,2500.0,2000.0,0,1,1
0,10200,1.0,3,41.0,1,1.0,3000.0,2000.0,0,1,1
0,51100,1.0,5,46.0,1,1.0,2000.0,1500.0,1,1,1
0,10000,1.0,6,47.0,2,4.0,4000.0,2000.0,4,1,1
0,10000,1.0,5,47.0,2,4.0,4000.0,2000.0,4,1,1
0,10000,0.0,6,3.0,1,1.0,4000.0,3000.0,0,1,1
0,10000,0.0,0,23.0,1,1.0,6000.0,3000.0,0,1,1
0,11300,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
16,10000,0.0,0,51.0,1,4.0,3500.0,3000.0,0,1,1
0,10800,0.0,3,47.0,1,1.0,5000.0,3000.0,0,1,1
0,30206,0.0,3,8.0,1,4.0,3100.0,2900.0,1,1,1
0,11200,0.0,2,14.0,1,2.0,4000.0,3000.0,0,1,1
16,10500,0.0,0,51.0,1,4.0,3600.0,3000.0,0,1,1
0,70600,4.0,4,1.0,1,1.0,6000.0,3000.0,0,1,1
0,10000,0.0,3,50.0,1,1.0,5000.0,3000.0,0,1,1
0,999999,3.0,5,49.0,1,1.0,5000.0,3000.0,1,1,1
16,10100,0.0,3,1.0,1,5.0,4000.0,3000.0,0,1,1
0,999999,3.0,0,12.0,1,2.0,6000.0,3000.0,1,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,11200,0.0,4,39.0,2,5.0,5000.0,3000.0,1,1,1
0,10700,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,11300,0.0,0,47.0,1,1.0,6000.0,3000.0,0,1,1
0,11400,0.0,0,47.0,1,1.0,4500.0,3000.0,0,1,1
0,11300,3.0,2,47.0,1,1.0,6000.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,10000,0.0,4,48.0,1,1.0,6000.0,3000.0,0,1,1
0,11200,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10600,3.0,0,35.0,1,3.0,4000.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,11300,4.0,4,47.0,1,1.0,5000.0,3000.0,0,1,1
0,210205,0.0,0,7.0,1,1.0,5000.0,3000.0,0,1,1
0,10800,3.0,4,22.0,1,1.0,6000.0,3000.0,0,1,1
0,11700,4.0,4,36.0,1,2.0,4500.0,3000.0,0,1,1
0,10000,0.0,5,8.0,2,5.0,4000.0,3000.0,0,1,1
0,10000,0.0,4,41.0,4,5.0,3000.0,2100.0,0,1,1
0,160300,0.0,4,15.0,4,4.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,3200.0,3000.0,0,1,1
0,10000,0.0,3,17.0,1,1.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,3900.0,3000.0,0,1,1
0,10000,3.0,2,53.0,4,3.0,4000.0,3000.0,0,1,1
0,11200,0.0,4,46.0,1,4.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,4000.0,3000.0,0,1,1
0,10200,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,160900,3.0,4,7.0,1,1.0,6000.0,3000.0,0,1,1
0,11800,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10600,0.0,0,1.0,1,4.0,4000.0,3000.0,0,1,1
0,10500,8.0,0,18.0,1,5.0,4500.0,3000.0,0,1,1
0,11600,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,11400,0.0,0,1.0,1,4.0,3500.0,3000.0,0,1,1
0,10000,3.0,3,53.0,4,3.0,4500.0,3000.0,0,1,1
0,11000,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,5000.0,3000.0,0,1,1
0,10000,0.0,3,53.0,4,3.0,3800.0,2800.0,0,1,1
0,10600,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10000,4.0,2,26.0,1,2.0,4000.0,3000.0,0,1,1
0,70204,3.0,5,1.0,1,4.0,6000.0,3000.0,0,1,1
0,11300,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10800,0.0,5,1.0,8,2.0,5000.0,3000.0,1,1,1
0,10200,3.0,3,1.0,1,4.0,6000.0,3000.0,0,1,1
0,10500,0.0,5,18.0,1,3.0,2501.0,2500.0,0,1,1
0,160508,0.0,4,52.0,4,1.0,5000.0,3000.0,0,1,1
0,10100,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,11200,0.0,2,47.0,2,2.0,3500.0,3000.0,0,1,1
0,10500,0.0,4,53.0,5,3.0,5000.0,3000.0,0,1,1
0,11100,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10100,0.0,5,49.0,1,1.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,3500.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,10200,0.0,3,1.0,1,5.0,5000.0,3000.0,0,1,1
0,10800,0.0,2,7.0,1,1.0,2700.0,2600.0,0,1,1
0,10600,0.0,5,43.0,1,3.0,5000.0,3000.0,0,1,1
0,10100,0.0,5,32.0,1,1.0,5000.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,11200,3.0,2,20.0,1,2.0,5000.0,3000.0,0,1,1
0,10000,0.0,5,50.0,1,1.0,6000.0,3000.0,0,1,1
0,11300,5.0,1,9.0,1,3.0,4500.0,3000.0,0,1,1
0,10500,0.0,0,28.0,9,5.0,3500.0,2800.0,0,1,1
0,10100,0.0,5,32.0,1,1.0,5000.0,3000.0,0,1,1
0,10000,0.0,3,23.0,1,1.0,5000.0,3000.0,0,1,1
0,10000,0.0,2,27.0,1,1.0,5000.0,3000.0,0,1,1
0,10000,3.0,2,9.0,1,1.0,6000.0,3000.0,1,1,1
0,10500,0.0,0,32.0,8,1.0,5000.0,3000.0,0,1,1
0,10600,0.0,1,23.0,1,2.0,5000.0,2500.0,0,1,1
0,11700,4.0,4,12.0,1,1.0,5000.0,3000.0,0,1,1
0,10500,0.0,5,21.0,1,1.0,6000.0,3000.0,0,1,1
0,11300,4.0,5,9.0,1,3.0,5000.0,3000.0,0,1,1
0,10500,3.0,4,7.0,1,1.0,6000.0,3000.0,0,1,1
0,10500,0.0,5,23.0,1,1.0,5000.0,3000.0,0,1,1
0,160700,0.0,0,49.0,1,4.0,6000.0,3000.0,0,1,1
0,10500,3.0,5,41.0,1,5.0,6000.0,3000.0,0,1,1
0,10500,0.0,5,23.0,1,3.0,5000.0,3000.0,1,1,1
0,10600,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,38.0,1,2.0,4000.0,3000.0,0,1,1
0,10500,0.0,0,7.0,1,1.0,5000.0,3000.0,0,1,1
0,11400,0.0,0,1.0,1,4.0,3500.0,3000.0,0,1,1
0,10500,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,10100,0.0,0,27.0,1,4.0,6000.0,3000.0,1,1,1
0,10500,0.0,4,21.0,1,1.0,5000.0,3000.0,0,1,1
0,10800,0.0,2,47.0,2,5.0,6000.0,3000.0,0,1,1
0,11300,0.0,0,17.0,4,4.0,5000.0,3000.0,1,1,1
0,10500,3.0,4,21.0,1,1.0,5000.0,3000.0,0,1,1
0,10600,0.0,0,1.0,1,4.0,3500.0,3000.0,0,1,1
0,10100,4.0,3,1.0,1,4.0,4200.0,2420.0,0,1,1
0,999999,0.0,2,7.0,1,4.0,5000.0,3000.0,0,1,1
0,10600,4.0,4,31.0,1,1.0,5000.0,3000.0,0,1,1
0,10500,3.0,3,6.0,3,3.0,5000.0,2500.0,0,1,1
0,10100,4.0,3,1.0,1,4.0,4000.0,2420.0,0,1,1
0,10800,0.0,5,61.0,1,4.0,6000.0,3000.0,1,1,1
0,11400,4.0,3,6.0,1,3.0,4500.0,3000.0,0,1,1
0,10500,5.0,4,49.0,5,3.0,5000.0,3000.0,0,1,1
0,10500,0.0,0,28.0,9,5.0,6000.0,3000.0,0,1,1
0,999999,5.0,5,13.0,1,1.0,6000.0,3000.0,1,1,1
0,10500,0.0,4,23.0,1,1.0,6000.0,3000.0,0,1,1
0,10000,0.0,0,6.0,1,1.0,5000.0,3000.0,1,1,1
0,10000,0.0,2,49.0,1,1.0,6000.0,3000.0,0,1,1
0,10800,0.0,4,43.0,5,4.0,6000.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,10500,0.0,5,52.0,1,4.0,6000.0,3000.0,0,1,1
0,10500,0.0,5,18.0,4,5.0,2500.0,2100.0,1,1,1
0,10000,3.0,4,41.0,4,5.0,4500.0,3000.0,0,1,1
0,999999,0.0,0,7.0,1,4.0,6000.0,3000.0,0,1,1
0,11400,4.0,3,1.0,1,4.0,3200.0,3000.0,0,1,1
0,11100,0.0,2,50.0,1,1.0,5000.0,3000.0,0,1,1
0,10000,0.0,4,41.0,4,5.0,6000.0,3000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,4000.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
0,10000,0.0,3,49.0,1,1.0,6000.0,3000.0,0,1,1
0,10500,4.0,1,51.0,2,3.0,4500.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
0,11400,5.0,2,1.0,1,4.0,5000.0,3000.0,0,1,1
0,10500,0.0,6,1.0,1,4.0,4000.0,3000.0,0,1,1
0,999999,5.0,5,23.0,1,1.0,5000.0,3000.0,0,1,1
0,10500,0.0,0,7.0,6,6.0,5000.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
0,10200,0.0,3,53.0,9,3.0,5000.0,3000.0,0,1,1
0,11400,3.0,2,1.0,1,2.0,5000.0,3000.0,0,1,1
0,10800,0.0,5,47.0,2,4.0,5000.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
0,10800,0.0,3,47.0,2,5.0,6000.0,3000.0,0,1,1
0,11100,0.0,2,23.0,1,1.0,6000.0,3000.0,0,1,1
0,10500,0.0,0,27.0,2,7.0,4500.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
0,10600,0.0,4,41.0,1,1.0,6000.0,3000.0,0,1,1
0,10000,5.0,5,7.0,1,2.0,5000.0,3000.0,0,1,1
16,11400,0.0,3,47.0,1,3.0,6000.0,4000.0,0,1,1
16,11300,0.0,4,1.0,1,4.0,4500.0,4000.0,0,1,1
16,10000,0.0,2,63.0,1,1.0,8000.0,4000.0,0,2,1
16,11500,3.0,5,38.0,1,2.0,8000.0,4000.0,0,2,1
16,11400,3.0,4,47.0,1,1.0,6000.0,4500.0,0,1,1
16,10600,0.0,0,1.0,1,4.0,8000.0,4000.0,0,2,1
16,999999,0.0,0,49.0,1,4.0,8000.0,4000.0,0,2,1
16,10800,0.0,0,51.0,5,2.0,3500.0,3300.0,0,1,1
16,999999,0.0,4,20.0,1,1.0,9000.0,4500.0,0,2,1
0,10000,0.0,3,23.0,1,1.0,8000.0,4000.0,0,2,1
0,10000,0.0,0,27.0,1,4.0,8000.0,4000.0,0,2,1
0,11200,0.0,4,7.0,1,1.0,9000.0,4500.0,0,2,1
0,10000,0.0,0,63.0,1,1.0,8000.0,4000.0,0,2,1
0,10100,4.0,3,21.0,4,3.0,6000.0,4000.0,0,1,1
0,10000,5.0,3,1.0,5,4.0,5000.0,4500.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,6000.0,4000.0,0,1,1
0,10800,6.0,5,24.0,5,5.0,8000.0,4000.0,0,2,1
0,10800,0.0,0,35.0,1,1.0,6000.0,4500.0,0,1,1
0,11300,0.0,2,63.0,1,1.0,8000.0,4000.0,0,2,1
0,10800,3.0,0,9.0,1,3.0,4000.0,3999.0,0,1,1
0,11000,3.0,4,49.0,1,1.0,6000.0,3500.0,0,1,1
0,10800,3.0,4,35.0,1,1.0,6000.0,4500.0,0,1,1
0,10500,5.0,3,14.0,1,1.0,6000.0,4000.0,0,1,1
0,10500,0.0,0,18.0,1,5.0,4000.0,3500.0,0,1,1
0,11500,4.0,4,5.0,3,2.0,8000.0,4500.0,0,2,1
0,11400,3.0,5,2.0,5,5.0,6000.0,4000.0,0,1,1
0,10500,0.0,4,7.0,1,1.0,5500.0,4000.0,0,1,1
0,10500,3.0,5,49.0,1,1.0,8000.0,4000.0,0,2,1
0,11500,4.0,0,5.0,3,2.0,6000.0,4000.0,0,1,1
0,10800,0.0,0,23.0,9,4.0,4400.0,3800.0,0,1,1
0,10600,0.0,0,60.0,1,1.0,7000.0,3500.0,0,1,1
16,10800,0.0,3,2.0,1,1.0,6000.0,4000.0,0,1,1
0,11500,4.0,3,5.0,3,2.0,5000.0,3090.0,0,1,1
16,10100,5.0,2,23.0,9,1.0,4000.0,3500.0,0,1,1
0,10500,0.0,2,1.0,1,4.0,7000.0,4000.0,0,1,1
0,10600,3.0,3,17.0,4,4.0,8000.0,4000.0,0,2,1
0,10000,0.0,0,5.0,6,7.0,6000.0,4000.0,0,1,1
0,10000,5.0,5,50.0,1,1.0,7000.0,3500.0,0,1,1
0,10000,0.0,3,11.0,3,1.0,6000.0,4500.0,0,1,1
0,10500,0.0,0,27.0,1,1.0,5500.0,4500.0,0,1,1
16,11300,0.0,4,1.0,1,4.0,6000.0,4000.0,0,1,1
0,10000,0.0,4,40.0,1,1.0,8000.0,4000.0,0,2,1
0,10800,0.0,0,7.0,1,5.0,4500.0,4000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,5500.0,4500.0,0,1,1
0,10200,0.0,1,7.0,1,5.0,5000.0,4200.0,0,1,1
0,11100,0.0,0,51.0,1,4.0,7000.0,4500.0,0,1,1
0,10000,3.0,4,1.0,5,1.0,6000.0,4000.0,0,1,1
16,999999,0.0,0,49.0,1,2.0,9000.0,4500.0,1,2,1
0,11200,0.0,0,51.0,1,4.0,5500.0,4000.0,0,1,1
0,11400,0.0,2,33.0,6,2.0,6000.0,4500.0,0,1,1
0,11100,4.0,4,35.0,1,2.0,6000.0,4000.0,0,1,1
0,999999,3.0,5,7.0,1,2.0,6000.0,4500.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,4000.0,3500.0,0,1,1
0,10500,0.0,5,23.0,1,3.0,6000.0,4000.0,1,1,1
0,10700,3.0,2,35.0,1,1.0,7000.0,3500.0,0,1,1
0,11100,0.0,4,35.0,1,2.0,6000.0,4000.0,0,1,1
0,11200,0.0,4,35.0,3,3.0,5000.0,4000.0,0,1,1
16,11700,0.0,5,14.0,1,2.0,8000.0,4000.0,0,2,1
16,10500,0.0,4,18.0,1,1.0,4500.0,3500.0,0,1,1
0,11700,6.0,4,36.0,1,2.0,5000.0,3500.0,0,1,1
0,100204,0.0,0,49.0,1,1.0,6000.0,4000.0,1,1,1
16,10000,0.0,3,51.0,1,4.0,4600.0,4500.0,1,1,1
0,10200,3.0,3,46.0,5,2.0,5500.0,4500.0,0,1,1
0,10800,3.0,3,9.0,1,2.0,6000.0,4000.0,0,1,1
0,11700,3.0,0,33.0,1,4.0,6000.0,4000.0,0,1,1
0,10000,0.0,0,32.0,6,7.0,7000.0,4000.0,0,1,1
0,10000,3.0,4,8.0,1,1.0,5000.0,4000.0,0,1,1
0,11500,0.0,0,5.0,3,2.0,5000.0,3090.0,0,1,1
0,10000,0.0,0,32.0,6,7.0,5000.0,4000.0,0,1,1
16,999999,5.0,4,9.0,1,5.0,8000.0,4000.0,0,2,1
0,10800,3.0,4,1.0,1,1.0,4500.0,3500.0,0,1,1
0,11400,0.0,0,1.0,1,4.0,5000.0,4000.0,0,1,1
0,11400,0.0,1,7.0,1,5.0,5500.0,4500.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,6000.0,4000.0,0,1,1
0,10000,0.0,0,1.0,1,4.0,3800.0,3500.0,0,1,1
0,11100,0.0,0,1.0,1,4.0,5500.0,4500.0,0,1,1
0,10000,0.0,1,7.0,1,5.0,5500.0,4200.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,6000.0,4000.0,0,1,1
0,10800,4.0,2,35.0,1,1.0,6000.0,4500.0,0,1,1
0,10800,0.0,0,1.0,1,4.0,5000.0,4000.0,0,1,1
0,10500,0.0,0,7.0,1,5.0,5000.0,4200.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,8000.0,4000.0,0,2,1
0,10800,4.0,0,35.0,1,1.0,6000.0,4500.0,0,1,1
0,10700,3.0,2,46.0,1,3.0,6000.0,4500.0,0,1,1
0,11200,0.0,4,58.0,1,5.0,7000.0,4500.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,8000.0,4000.0,0,2,1
0,10800,4.0,4,35.0,1,1.0,6000.0,4500.0,0,1,1
0,999999,0.0,0,49.0,1,4.0,8000.0,4000.0,0,2,1
0,10100,0.0,1,7.0,1,5.0,4200.0,3800.0,0,1,1
0,11100,3.0,5,47.0,1,2.0,6000.0,4000.0,0,1,1
0,10800,0.0,4,23.0,1,1.0,7000.0,4000.0,0,1,1
0,10000,0.0,2,7.0,1,4.0,7000.0,4500.0,0,1,1
0,10600,0.0,4,14.0,1,3.0,9000.0,4500.0,0,2,1
0,11300,0.0,0,51.0,1,4.0,5000.0,4000.0,0,1,1
0,10000,4.0,5,14.0,1,2.0,9000.0,4500.0,0,2,1
0,10000,0.0,2,7.0,1,4.0,7000.0,4500.0,0,1,1
0,10600,0.0,4,14.0,1,3.0,8000.0,4000.0,0,2,1
0,11300,5.0,2,35.0,1,2.0,7000.0,4000.0,0,1,1
0,10800,3.0,0,27.0,1,1.0,5000.0,4000.0,0,1,1
0,10600,0.0,4,14.0,1,3.0,8000.0,4000.0,0,2,1
0,10600,3.0,4,14.0,3,2.0,6000.0,4500.0,0,1,1
0,10000,0.0,3,36.0,1,1.0,8000.0,4000.0,0,2,1
0,10800,0.0,4,4.0,1,1.0,8000.0,4500.0,0,2,1
0,11500,3.0,4,5.0,3,2.0,8000.0,4500.0,0,2,1
0,10100,0.0,1,11.0,5,3.0,5000.0,4000.0,0,1,1
